date,station_id,scene_id,ndti,ndti_std,ndwi,mndwi,red_green_ratio,red,green,nir,swir16,water_pixel_count,window_pixels,cloud_fraction,tile_cloud_cover,quality,quality_score
2019-01-07,P02,S2A_30NXM_20190107_1_L2A,0.113369,0.019833,-0.160781,0.282092,1.259429,0.2204,0.175,0.2424,0.0974,876,876,0.0,54.919,GOOD,1.0
2019-01-17,P02,S2A_30NXM_20190117_0_L2A,0.038369,0.033749,-0.171666,-0.178686,1.051962,0.2976,0.2829,0.4098,0.425,180,876,0.7945,23.241,ACCEPTABLE,0.92
2019-01-22,P02,S2B_30NXM_20190122_0_L2A,0.118512,0.014846,-0.086632,0.477951,1.270297,0.2566,0.202,0.241,0.0695,876,876,0.0,10.95,GOOD,1.0
2019-02-01,P02,S2B_30NXM_20190201_0_L2A,0.022886,0.01095,-0.083734,-0.119736,1.051158,0.4356,0.4144,0.4912,0.5198,62,876,0.9292,42.377,LOW_QUALITY,0.64
2019-02-21,P02,S2B_30NXM_20190221_0_L2A,0.097566,0.016135,-0.089898,0.397884,1.223629,0.232,0.1896,0.22755,0.0801,832,876,0.0502,12.045,GOOD,1.0
2019-02-26,P02,S2A_30NXM_20190226_0_L2A,0.097405,0.02717,-0.029579,0.506441,1.213512,0.2353,0.1939,0.2185,0.0635,876,876,0.0,1.865,GOOD,1.0
2019-03-08,P02,S2A_30NXM_20190308_0_L2A,0.034023,0.017713,0.074699,0.344316,1.070988,0.1388,0.1296,0.1108,0.0624,348,876,0.6027,29.403,ACCEPTABLE,0.92
2019-03-13,P02,S2B_30NXM_20190313_0_L2A,0.053214,0.013471,-0.087514,0.248376,1.119266,0.1464,0.1308,0.157,0.0796,228,876,0.7397,19.728,ACCEPTABLE,0.92
2019-03-18,P02,S2A_30NXM_20190318_0_L2A,0.110754,0.040708,-0.075696,0.434208,1.258637,0.2696,0.2142,0.25,0.0873,876,876,0.0,35.554,GOOD,1.0
2019-04-02,P02,S2B_30NXM_20190402_0_L2A,0.053386,0.017711,-0.084376,0.194282,1.124013,0.1423,0.1266,0.15255,0.0845,264,876,0.6986,8.482,ACCEPTABLE,0.92
2019-04-27,P02,S2A_30NXM_20190427_1_L2A,0.094227,0.034064,-0.047654,0.456523,1.2144,0.3036,0.25,0.2769,0.09375,672,876,0.2329,43.677,GOOD,1.0
2019-05-02,P02,S2B_30NXM_20190502_0_L2A,0.109573,0.018824,-0.033433,0.624342,1.252311,0.271,0.2164,0.233,0.0478,876,876,0.0,32.325,GOOD,1.0
2019-05-07,P02,S2A_30NXM_20190507_2_L2A,0.105886,0.028888,-0.01186,0.569693,1.241967,0.3208,0.2583,0.2696,0.0735,80,876,0.9087,67.327,LOW_QUALITY,0.64
2019-05-17,P02,S2A_30NXM_20190517_1_L2A,0.12893,0.030245,-0.013058,0.659076,1.29596,0.3144,0.2426,0.2478,0.051,792,876,0.0959,56.971,GOOD,1.0
2019-06-21,P02,S2B_30NXM_20190621_0_L2A,0.083747,0.048067,-0.041814,0.412136,1.179846,0.2611,0.2213,0.2377,0.08545,808,876,0.0776,75.937,GOOD,1.0
2019-10-04,P02,S2A_30NXM_20191004_1_L2A,0.029316,0.022523,-0.215143,-0.00059,1.057948,0.2702,0.2554,0.394,0.2553,284,876,0.6758,92.355,ACCEPTABLE,0.92
2019-10-14,P02,S2A_30NXM_20191014_0_L2A,0.036269,0.023222,0.040514,0.489785,1.05576,0.2291,0.217,0.1996,0.0691,572,876,0.347,64.514,GOOD,1.0
2019-10-29,P02,S2B_30NXM_20191029_0_L2A,0.127167,0.040831,0.082241,0.698871,1.292387,0.2988,0.2312,0.1973,0.0381,864,876,0.0137,30.592,GOOD,1.0
2019-11-08,P02,S2B_30NXM_20191108_0_L2A,0.076344,0.021914,0.057836,0.495914,1.174793,0.2554,0.2174,0.18815,0.0739,108,876,0.8767,44.138,LOW_QUALITY,0.64
2019-11-13,P02,S2A_30NXM_20191113_1_L2A,0.107895,0.010864,0.032388,0.51184,1.243457,0.2518,0.2025,0.18995,0.0655,204,876,0.7671,45.794,ACCEPTABLE,0.92
2019-11-18,P02,S2B_30NXM_20191118_0_L2A,0.04903,0.038314,0.00893,0.480205,1.087931,0.1262,0.116,0.1237,0.0398,380,876,0.5662,29.334,ACCEPTABLE,0.92
2019-11-23,P02,S2A_30NXM_20191123_0_L2A,0.05069,0.037047,-0.146398,0.093289,1.102824,0.3046,0.2762,0.34925,0.2288,144,876,0.8356,26.743,ACCEPTABLE,0.72
2019-11-28,P02,S2B_30NXM_20191128_0_L2A,0.115678,0.044048,-0.036731,0.593225,1.231911,0.2656,0.2156,0.23405,0.0477,852,876,0.0274,25.411,GOOD,1.0
2019-12-03,P02,S2A_30NXM_20191203_0_L2A,0.112024,0.033546,-0.041177,0.629282,1.264028,0.2906,0.2299,0.2535,0.044,804,876,0.0822,26.82,GOOD,1.0
2019-12-08,P02,S2B_30NXM_20191208_0_L2A,0.110814,0.028109,-0.066349,0.604587,1.246542,0.2523,0.2024,0.236,0.04735,840,876,0.0411,20.292,GOOD,1.0
2019-12-13,P02,S2A_30NXM_20191213_0_L2A,0.104406,0.029204,-0.037321,0.658473,1.235703,0.3025,0.2448,0.26935,0.04595,624,876,0.2877,26.841,GOOD,1.0
2019-12-18,P02,S2B_30NXM_20191218_0_L2A,0.112072,0.044703,-0.096879,0.462181,1.235469,0.2487,0.2013,0.249,0.0546,876,876,0.0,23.951,GOOD,1.0
2019-12-23,P02,S2A_30NXM_20191223_1_L2A,0.109124,0.023063,-0.102238,0.540509,1.25543,0.289,0.2302,0.2862,0.06125,600,876,0.3151,26.067,GOOD,1.0
2019-12-28,P02,S2B_30NXM_20191228_0_L2A,0.122791,0.01494,-0.112637,0.542952,1.286749,0.2486,0.1932,0.24265,0.0558,876,876,0.0,9.246,GOOD,1.0
2020-01-02,P02,S2A_30NXM_20200102_1_L2A,0.119612,0.02956,-0.131607,0.492399,1.276782,0.292,0.2287,0.29635,0.077,92,876,0.895,10.595,LOW_QUALITY,0.64
2020-01-07,P02,S2B_30NXM_20200107_1_L2A,0.128265,0.01497,-0.23971,0.097106,1.297848,0.2292,0.1766,0.2864,0.1458,876,876,0.0,0.017,GOOD,1.0
2020-01-12,P02,S2A_30NXM_20200112_1_L2A,0.117703,0.01439,-0.137654,0.342068,1.270878,0.2374,0.1868,0.24635,0.0908,876,876,0.0,3.084,GOOD,1.0
2020-01-17,P02,S2B_30NXM_20200117_1_L2A,0.116755,0.025483,-0.107641,0.390343,1.27184,0.2606,0.2049,0.2603,0.07865,768,876,0.1233,29.735,GOOD,1.0
2020-01-22,P02,S2A_30NXM_20200122_1_L2A,0.083522,0.019143,-0.118505,0.1427,1.186803,0.2662,0.2243,0.2866,0.1716,492,876,0.4384,17.126,GOOD,1.0
2020-01-27,P02,S2B_30NXM_20200127_1_L2A,0.204686,0.022961,-0.321466,0.120236,1.531981,0.1964,0.1282,0.24985,0.101,876,876,0.0,0.911,GOOD,1.0
2020-02-01,P02,S2A_30NXM_20200201_0_L2A,0.074626,0.033141,-0.107584,0.394326,1.159659,0.2179,0.1879,0.24915,0.0732,800,876,0.0868,31.203,GOOD,1.0
2020-02-06,P02,S2B_30NXM_20200206_0_L2A,0.034448,0.031493,-0.103413,0.299055,1.064591,0.1846,0.1734,0.2117,0.0924,340,876,0.6119,24.077,ACCEPTABLE,0.92
2020-02-21,P02,S2A_30NXM_20200221_1_L2A,0.056705,0.018466,-0.142758,0.220822,1.118758,0.2666,0.2383,0.3208,0.1567,224,876,0.7443,53.336,ACCEPTABLE,0.92
2020-03-02,P02,S2A_30NXM_20200302_0_L2A,0.070965,0.021641,-0.161043,0.227011,1.152008,0.241,0.2092,0.2894,0.131,876,876,0.0,40.453,GOOD,1.0
2020-03-12,P02,S2A_30NXM_20200312_1_L2A,0.114322,0.034108,-0.083044,0.484683,1.257576,0.332,0.264,0.3228,0.0904,876,876,0.0,59.554,GOOD,1.0
2020-04-11,P02,S2A_30NXM_20200411_0_L2A,0.102871,0.026816,-0.083185,0.563777,1.231783,0.3178,0.258,0.3066,0.07135,824,876,0.0594,48.62,GOOD,1.0
2020-04-21,P02,S2A_30NXM_20200421_0_L2A,0.027297,0.064053,-0.37972,-0.000756,1.047722,0.1449,0.1383,0.3052,0.1321,20,876,0.9772,58.532,LOW_QUALITY,0.37
2020-05-21,P02,S2A_30NXM_20200521_0_L2A,-0.011406,0.027793,-0.248325,0.072476,0.97624,0.1397,0.1431,0.2367,0.1179,52,876,0.9406,59.545,LOW_QUALITY,0.64
2020-05-26,P02,S2B_30NXM_20200526_0_L2A,0.114235,0.045055,-0.078361,0.578416,1.224424,0.3028,0.2473,0.28445,0.0571,876,876,0.0,17.89,GOOD,1.0
2020-05-31,P02,S2A_30NXM_20200531_0_L2A,0.082302,0.046598,-0.053618,0.41116,1.175987,0.143,0.1216,0.17815,0.045,560,876,0.3607,25.317,GOOD,1.0
2020-06-25,P02,S2B_30NXM_20200625_0_L2A,0.105585,0.021562,-0.049357,0.555252,1.226906,0.2736,0.223,0.2482,0.06315,872,876,0.0046,64.75,GOOD,1.0
2020-07-25,P02,S2B_30NXM_20200725_0_L2A,0.026724,0.039498,-0.158784,0.218251,1.041845,0.1942,0.1864,0.2656,0.1196,340,876,0.6119,71.965,ACCEPTABLE,0.92
2020-08-04,P02,S2B_30NXM_20200804_0_L2A,0.137137,0.018054,-0.079096,0.705022,1.322857,0.2778,0.21,0.2477,0.0369,876,876,0.0,10.627,GOOD,1.0
2020-08-19,P02,S2A_30NXM_20200819_1_L2A,0.128002,0.026297,-0.117779,0.590381,1.300493,0.3168,0.2436,0.312,0.06275,856,876,0.0228,66.064,GOOD,1.0
2020-09-08,P02,S2A_30NXM_20200908_0_L2A,0.021461,0.037758,-0.190451,0.078653,1.031219,0.2114,0.205,0.3148,0.1729,508,876,0.4201,71.304,GOOD,1.0
2020-09-23,P02,S2B_30NXM_20200923_0_L2A,-0.006197,0.025273,-0.142534,0.130876,1.00756,0.1466,0.1455,0.2036,0.1033,32,876,0.9635,88.21,LOW_QUALITY,0.49
2020-10-08,P02,S2A_30NXM_20201008_0_L2A,0.00941,0.038574,-0.000826,0.35663,1.026042,0.1182,0.1152,0.115,0.0558,496,876,0.4338,72.28,GOOD,1.0
2020-10-23,P02,S2B_30NXM_20201023_0_L2A,0.018887,0.028548,-0.104666,0.191041,1.019404,0.2154,0.2113,0.2643,0.148,492,876,0.4384,63.601,GOOD,1.0
2020-10-28,P02,S2A_30NXM_20201028_0_L2A,0.015873,0.031037,-0.079397,0.245818,1.010876,0.1766,0.1747,0.216,0.1133,788,876,0.1005,53.5,GOOD,1.0
2020-11-02,P02,S2B_30NXM_20201102_0_L2A,0.016679,0.021946,-0.115786,0.263843,1.038828,0.1525,0.1468,0.1895,0.0873,12,876,0.9863,56.33,LOW_QUALITY,0.49
2020-11-12,P02,S2B_30NXM_20201112_0_L2A,0.066337,0.040787,-0.043927,0.471091,1.102564,0.1548,0.1404,0.16405,0.04815,488,876,0.4429,36.665,GOOD,1.0
2020-12-07,P02,S2A_30NXM_20201207_0_L2A,0.033483,0.033181,-0.136781,0.183731,1.127069,0.2315,0.2054,0.2691,0.1387,228,876,0.7397,43.301,ACCEPTABLE,0.92
2020-12-22,P02,S2B_30NXM_20201222_0_L2A,0.058783,0.036811,-0.156388,0.20191,1.180311,0.235,0.1991,0.2934,0.1199,496,876,0.4338,39.675,GOOD,1.0
2020-12-27,P02,S2A_30NXM_20201227_1_L2A,0.170281,0.026971,-0.196292,0.503667,1.417451,0.2713,0.1914,0.28725,0.0623,876,876,0.0,42.903,GOOD,1.0
2021-01-11,P02,S2B_30NXM_20210111_0_L2A,0.048185,0.029976,-0.045803,0.478269,1.098227,0.161,0.1466,0.15985,0.051,164,876,0.8128,38.528,ACCEPTABLE,0.92
2021-01-16,P02,S2A_30NXM_20210116_1_L2A,0.0546,0.044015,-0.120441,0.371708,1.090672,0.1672,0.1533,0.1983,0.06785,80,876,0.9087,39.606,LOW_QUALITY,0.64
2021-01-21,P02,S2B_30NXM_20210121_1_L2A,0.093682,0.03006,-0.22953,0.236637,1.214452,0.2084,0.1716,0.2784,0.0987,876,876,0.0,30.879,GOOD,1.0
2021-01-26,P02,S2A_30NXM_20210126_1_L2A,0.094383,0.014394,-0.26102,0.095395,1.214112,0.1996,0.1644,0.2802,0.1362,876,876,0.0,0.493,GOOD,1.0
2021-01-31,P02,S2B_30NXM_20210131_0_L2A,0.049933,0.017467,-0.135332,0.286069,1.11362,0.3058,0.2746,0.3624,0.1532,204,876,0.7671,34.554,ACCEPTABLE,0.92
2021-02-05,P02,S2A_30NXM_20210205_0_L2A,-0.004922,0.013391,-0.060023,0.292418,1.002434,0.2059,0.2054,0.2329,0.11375,208,876,0.7626,58.888,ACCEPTABLE,0.92
2021-02-10,P02,S2B_30NXM_20210210_0_L2A,0.102865,0.019967,-0.136455,0.455492,1.235972,0.3216,0.2602,0.34435,0.0983,452,876,0.484,31.521,GOOD,1.0
2021-02-15,P02,S2A_30NXM_20210215_0_L2A,0.09667,0.035818,-0.135102,0.437525,1.202955,0.2768,0.2301,0.3121,0.0854,852,876,0.0274,49.851,GOOD,1.0
2021-03-02,P02,S2B_30NXM_20210302_0_L2A,0.049276,0.015312,-0.146577,0.164684,1.100999,0.3085,0.2802,0.3756,0.1963,12,876,0.9863,57.852,LOW_QUALITY,0.49
2021-04-06,P02,S2A_30NXM_20210406_0_L2A,0.081048,0.024285,-0.165234,0.327219,1.177958,0.2608,0.2214,0.3122,0.1105,672,876,0.2329,41.411,GOOD,1.0
2021-04-11,P02,S2B_30NXM_20210411_0_L2A,0.063119,0.057928,-0.207876,0.051416,1.128458,0.2284,0.2024,0.31935,0.1623,756,876,0.137,7.528,GOOD,1.0
2021-04-16,P02,S2A_30NXM_20210416_0_L2A,0.04573,0.035472,-0.158785,0.154754,1.088276,0.2367,0.2175,0.3068,0.1559,572,876,0.347,49.738,GOOD,1.0
2021-04-26,P02,S2A_30NXM_20210426_0_L2A,0.044827,0.042759,-0.124167,0.179319,1.104278,0.1239,0.1122,0.14695,0.075,404,876,0.5388,31.126,ACCEPTABLE,0.92
2021-05-01,P02,S2B_30NXM_20210501_0_L2A,0.12196,0.032649,-0.112822,0.598881,1.289212,0.337,0.2614,0.3308,0.061,664,876,0.242,18.079,GOOD,1.0
2021-05-11,P02,S2B_30NXM_20210511_0_L2A,0.038514,0.038126,-0.034431,0.599399,1.064394,0.1124,0.1056,0.11615,0.0269,612,876,0.3014,38.189,GOOD,1.0
2021-05-21,P02,S2B_30NXM_20210521_0_L2A,0.087571,0.066936,-0.038471,0.702955,1.197296,0.372,0.3107,0.3387,0.0547,12,876,0.9863,72.472,LOW_QUALITY,0.37
2021-07-10,P02,S2B_30NXM_20210710_1_L2A,0.133293,0.022644,-0.047839,0.685059,1.310411,0.2744,0.2094,0.232,0.0394,876,876,0.0,50.128,GOOD,1.0
2021-07-30,P02,S2B_30NXM_20210730_1_L2A,0.152579,0.022605,-0.0128,0.724356,1.364532,0.277,0.203,0.2088,0.0328,876,876,0.0,47.812,GOOD,1.0
2021-08-24,P02,S2A_30NXM_20210824_0_L2A,0.08289,0.041615,-0.08837,0.438767,1.095672,0.2886,0.2634,0.3363,0.0918,868,876,0.0091,74.033,GOOD,1.0
2021-08-29,P02,S2B_30NXM_20210829_0_L2A,0.122038,0.014754,-0.021823,0.826902,1.279906,0.4344,0.3394,0.3565,0.0307,656,876,0.2511,95.792,GOOD,1.0
2021-09-13,P02,S2A_30NXM_20210913_0_L2A,-0.024815,0.035162,-0.094197,0.025875,0.943646,0.2495,0.2644,0.323,0.253,12,876,0.9863,58.541,LOW_QUALITY,0.49
2021-09-18,P02,S2B_30NXM_20210918_0_L2A,0.117311,0.035532,0.019632,0.735459,1.244875,0.3279,0.2634,0.25725,0.0402,368,876,0.5799,48.018,ACCEPTABLE,0.92
2021-09-23,P02,S2A_30NXM_20210923_0_L2A,0.123796,0.009281,0.02759,0.799026,1.283875,0.379,0.2952,0.2792,0.03295,608,876,0.3059,43.235,GOOD,1.0
2021-10-13,P02,S2A_30NXM_20211013_0_L2A,0.031388,0.007305,-0.206572,0.036545,1.058128,0.2057,0.1944,0.2992,0.1848,40,876,0.9543,14.038,LOW_QUALITY,0.64
2021-10-23,P02,S2A_30NXM_20211023_0_L2A,0.093631,0.040848,-0.023526,0.531473,1.130369,0.2974,0.2631,0.2867,0.05945,664,876,0.242,73.051,GOOD,1.0
2021-10-28,P02,S2B_30NXM_20211028_0_L2A,0.018072,0.035996,-0.12792,0.155851,1.042127,0.1509,0.1448,0.1914,0.1089,188,876,0.7854,49.588,ACCEPTABLE,0.92
2021-11-07,P02,S2B_30NXM_20211107_0_L2A,0.088751,0.041036,-0.100751,0.243686,1.231802,0.2843,0.2308,0.2802,0.127,228,876,0.7397,25.007,ACCEPTABLE,0.92
2021-11-12,P02,S2A_30NXM_20211112_0_L2A,0.071429,0.048975,-0.16125,0.146753,1.117901,0.2854,0.2553,0.3509,0.1826,876,876,0.0,33.772,GOOD,1.0
2021-11-17,P02,S2B_30NXM_20211117_0_L2A,0.014605,0.018576,-0.068649,0.308695,1.031524,0.1178,0.1142,0.13155,0.0598,412,876,0.5297,31.987,ACCEPTABLE,0.92
2021-11-22,P02,S2A_30NXM_20211122_0_L2A,0.019259,0.035475,-0.07496,0.329402,1.041852,0.117,0.1123,0.12855,0.0565,872,876,0.0046,44.098,GOOD,1.0
2021-11-27,P02,S2B_30NXM_20211127_0_L2A,0.100707,0.005489,-0.009825,0.698717,1.221063,0.3629,0.2972,0.30375,0.05335,104,876,0.8813,47.722,LOW_QUALITY,0.64
2021-12-02,P02,S2A_30NXM_20211202_1_L2A,0.117427,0.018731,-0.068335,0.701005,1.266907,0.281,0.2218,0.2544,0.0393,876,876,0.0,42.675,GOOD,1.0
2021-12-12,P02,S2A_30NXM_20211212_1_L2A,0.089494,0.019782,-0.197328,0.269951,1.199183,0.2643,0.2204,0.3274,0.12915,40,876,0.9543,50.451,LOW_QUALITY,0.64
2021-12-17,P02,S2B_30NXM_20211217_0_L2A,0.047551,0.021584,-0.120871,0.303839,1.109215,0.13,0.1172,0.1512,0.0636,500,876,0.4292,72.973,GOOD,1.0
2021-12-22,P02,S2A_30NXM_20211222_0_L2A,0.150983,0.014204,-0.178664,0.426821,1.359375,0.2784,0.2048,0.294,0.0817,876,876,0.0,2.105,GOOD,1.0
2021-12-27,P02,S2B_30NXM_20211227_1_L2A,0.10968,0.016611,-0.155796,0.435369,1.248502,0.2708,0.2169,0.2952,0.0845,876,876,0.0,46.857,GOOD,1.0
2022-01-06,P02,S2B_30NXM_20220106_0_L2A,0.070616,0.02767,-0.164645,0.289022,1.153802,0.1988,0.1723,0.2471,0.0923,876,876,0.0,22.368,GOOD,1.0
2022-01-21,P02,S2A_30NXM_20220121_0_L2A,0.145236,0.018376,-0.194152,0.361055,1.34237,0.2674,0.1992,0.29405,0.0935,876,876,0.0,1.758,GOOD,1.0
2022-01-26,P02,S2B_30NXM_20220126_0_L2A,0.174696,0.022791,-0.233331,0.446725,1.43379,0.2512,0.1752,0.2829,0.0647,876,876,0.0,0.001,GOOD,1.0
2022-01-31,P02,S2A_30NXM_20220131_0_L2A,0.084599,0.013854,-0.122241,0.262037,1.19882,0.325,0.2711,0.3458,0.1593,64,876,0.9269,59.792,LOW_QUALITY,0.64
2022-02-10,P02,S2A_30NXM_20220210_0_L2A,0.067239,0.024538,-0.167867,0.267927,1.14463,0.2675,0.2337,0.3274,0.13565,144,876,0.8356,29.208,ACCEPTABLE,0.72
2022-03-02,P02,S2A_30NXM_20220302_0_L2A,0.055512,0.023022,-0.235776,0.057596,1.118625,0.2018,0.1804,0.2922,0.1614,876,876,0.0,23.286,GOOD,1.0
2022-03-07,P02,S2B_30NXM_20220307_0_L2A,0.097181,0.037403,-0.08633,0.49044,1.22272,0.3003,0.2456,0.3073,0.0672,196,876,0.7763,22.008,ACCEPTABLE,0.92
2022-06-05,P02,S2B_30NXM_20220605_0_L2A,0.106546,0.020889,-0.050396,0.624083,1.244891,0.3472,0.2789,0.3121,0.0624,748,876,0.1461,59.95,GOOD,1.0
2022-07-20,P02,S2A_30NXM_20220720_0_L2A,0.129842,0.018796,-0.099811,0.725125,1.300501,0.3116,0.2396,0.2943,0.0384,428,876,0.5114,64.87,ACCEPTABLE,0.92
2022-09-23,P02,S2B_30NXM_20220923_0_L2A,0.07292,0.040596,-0.16841,0.307234,1.151837,0.3042,0.2641,0.3732,0.1382,300,876,0.6575,78.958,ACCEPTABLE,0.92
2022-10-28,P02,S2A_30NXM_20221028_0_L2A,0.123568,0.007575,0.011746,0.730687,1.282051,0.36,0.2808,0.27465,0.0441,352,876,0.5982,52.316,ACCEPTABLE,0.92
2022-11-12,P02,S2B_30NXM_20221112_0_L2A,0.087354,0.035566,-0.047032,0.655506,1.20406,0.2313,0.1921,0.214,0.0411,48,876,0.9452,56.042,LOW_QUALITY,0.64
2022-11-17,P02,S2A_30NXM_20221117_0_L2A,0.123883,0.020417,-0.064491,0.723019,1.282498,0.3532,0.2754,0.3139,0.04405,520,876,0.4064,40.431,GOOD,1.0
2022-11-22,P02,S2B_30NXM_20221122_0_L2A,0.12287,0.020308,-0.067617,0.729664,1.280492,0.3538,0.2763,0.31655,0.0436,372,876,0.5753,63.204,ACCEPTABLE,0.92
2022-11-27,P02,S2A_30NXM_20221127_0_L2A,0.116312,0.019117,-0.068459,0.707257,1.267606,0.324,0.2556,0.2941,0.044,856,876,0.0228,40.171,GOOD,1.0
2022-12-07,P02,S2A_30NXM_20221207_0_L2A,0.090479,0.024412,-0.104671,0.528238,1.196046,0.2904,0.2428,0.30515,0.0684,400,876,0.5434,85.315,ACCEPTABLE,0.92
2022-12-22,P02,S2B_30NXM_20221222_0_L2A,0.109429,0.034868,-0.143143,0.594539,1.241558,0.239,0.1925,0.2665,0.0425,320,876,0.6347,39.2,ACCEPTABLE,0.92
2022-12-27,P02,S2A_30NXM_20221227_0_L2A,0.110602,0.027529,-0.166683,0.515173,1.249302,0.2686,0.215,0.301,0.06845,640,876,0.2694,1.914,GOOD,1.0
2023-01-01,P02,S2B_30NXM_20230101_0_L2A,0.110272,0.014164,-0.191865,0.430085,1.251534,0.2652,0.2119,0.3121,0.0836,876,876,0.0,0.098,GOOD,1.0
2023-01-11,P02,S2B_30NXM_20230111_0_L2A,0.088473,0.024636,-0.158946,0.351706,1.201443,0.2165,0.1802,0.2495,0.0837,116,876,0.8676,36.464,LOW_QUALITY,0.64
2023-01-16,P02,S2A_30NXM_20230116_0_L2A,0.110904,0.016699,-0.200337,0.329087,1.252643,0.237,0.1892,0.284,0.0954,876,876,0.0,25.062,GOOD,1.0
2023-01-31,P02,S2B_30NXM_20230131_0_L2A,0.129947,0.020816,-0.152997,0.627669,1.302336,0.2955,0.2269,0.3089,0.0522,180,876,0.7945,31.723,ACCEPTABLE,0.92
2023-02-10,P02,S2B_30NXM_20230210_0_L2A,0.114678,0.017789,-0.152396,0.526103,1.262264,0.2676,0.212,0.288,0.0659,876,876,0.0,3.807,GOOD,1.0
2023-02-15,P02,S2A_30NXM_20230215_0_L2A,0.095575,0.021207,-0.131044,0.372387,1.224719,0.327,0.267,0.34715,0.11895,536,876,0.3881,54.81,GOOD,1.0
2023-02-25,P02,S2A_30NXM_20230225_0_L2A,0.088625,0.014743,-0.125254,0.331592,1.20155,0.31,0.258,0.3305,0.1293,876,876,0.0,69.41,GOOD,1.0
2023-04-01,P02,S2B_30NXM_20230401_0_L2A,0.085151,0.013258,-0.133112,0.482785,1.177083,0.2825,0.24,0.32095,0.0806,140,876,0.8402,26.505,ACCEPTABLE,0.72
2023-04-06,P02,S2A_30NXM_20230406_0_L2A,0.087024,0.018099,-0.092068,0.538011,1.194195,0.3456,0.2894,0.34935,0.0873,876,876,0.0,37.502,GOOD,1.0
2023-04-16,P02,S2A_30NXM_20230416_0_L2A,0.083214,0.021352,-0.081967,0.545177,1.183881,0.3496,0.2953,0.348,0.08775,416,876,0.5251,29.167,ACCEPTABLE,0.92
2023-04-21,P02,S2B_30NXM_20230421_0_L2A,0.102913,0.02078,-0.153605,0.547017,1.234835,0.285,0.2308,0.3156,0.0675,876,876,0.0,6.64,GOOD,1.0
2023-05-01,P02,S2B_30NXM_20230501_0_L2A,0.107123,0.015862,-0.048313,0.786796,1.242188,0.3816,0.3072,0.3398,0.0375,780,876,0.1096,44.153,GOOD,1.0
2023-05-26,P02,S2A_30NXM_20230526_0_L2A,0.102605,0.024168,-0.033154,0.680215,1.229885,0.3424,0.2784,0.3006,0.0532,868,876,0.0091,47.695,GOOD,1.0
2023-05-31,P02,S2B_30NXM_20230531_0_L2A,0.094392,0.008596,-0.041679,0.637202,1.197667,0.3902,0.3258,0.35485,0.06845,32,876,0.9635,59.313,LOW_QUALITY,0.49
2023-10-08,P02,S2B_30NXM_20231008_0_L2A,0.102948,0.036251,-0.076895,0.531264,1.213704,0.3578,0.2948,0.3484,0.09065,352,876,0.5982,65.296,ACCEPTABLE,0.92
2023-10-18,P02,S2B_30NXM_20231018_0_L2A,0.113201,0.015643,-0.052813,0.687156,1.253031,0.31,0.2474,0.2812,0.0457,876,876,0.0,56.794,GOOD,1.0
2023-10-28,P02,S2B_30NXM_20231028_0_L2A,0.120257,0.011053,-0.035876,0.782666,1.276038,0.3504,0.2746,0.2966,0.0338,732,876,0.1644,46.014,GOOD,1.0
2023-11-02,P02,S2A_30NXM_20231102_0_L2A,0.113435,0.019168,-0.069989,0.63363,1.251826,0.3256,0.2601,0.29885,0.05675,168,876,0.8082,49.99,ACCEPTABLE,0.92
2023-11-12,P02,S2A_30NXM_20231112_0_L2A,0.132303,0.012237,-0.11694,0.703567,1.307155,0.2996,0.2292,0.28965,0.04,804,876,0.0822,48.146,GOOD,1.0
2023-12-02,P02,S2A_30NXM_20231202_0_L2A,0.131299,0.019237,-0.072865,0.741143,1.304808,0.3202,0.2454,0.28445,0.0362,284,876,0.6758,51.964,ACCEPTABLE,0.92
2023-12-17,P02,S2B_30NXM_20231217_0_L2A,0.101472,0.011467,-0.169586,0.416391,1.230375,0.2884,0.2344,0.328,0.0965,876,876,0.0,42.919,GOOD,1.0
2023-12-22,P02,S2A_30NXM_20231222_0_L2A,0.13025,0.017474,-0.19035,0.513868,1.303139,0.2532,0.1943,0.28365,0.0625,876,876,0.0,39.566,GOOD,1.0
2024-01-01,P02,S2A_30NXM_20240101_0_L2A,0.10534,0.018782,-0.196103,0.369104,1.236434,0.2552,0.2064,0.30545,0.0953,876,876,0.0,38.195,GOOD,1.0
2024-01-06,P02,S2B_30NXM_20240106_0_L2A,0.122851,0.023102,-0.135395,0.621559,1.285897,0.3009,0.234,0.3082,0.05315,376,876,0.5708,57.268,ACCEPTABLE,0.92
2024-01-11,P02,S2A_30NXM_20240111_0_L2A,0.121648,0.023919,-0.120444,0.684745,1.284904,0.3396,0.2643,0.3383,0.04885,256,876,0.7078,56.562,ACCEPTABLE,0.92
2024-01-26,P02,S2B_30NXM_20240126_0_L2A,0.093849,0.018465,-0.214344,0.298147,1.212486,0.2214,0.1826,0.2832,0.0992,876,876,0.0,24.26,GOOD,1.0
2024-01-31,P02,S2A_30NXM_20240131_0_L2A,0.136131,0.017673,-0.275356,0.067349,1.318182,0.2204,0.1672,0.294,0.1455,876,876,0.0,16.481,GOOD,1.0
2024-03-11,P02,S2A_30NXM_20240311_0_L2A,0.117565,0.024065,-0.150211,0.508372,1.270852,0.2895,0.2278,0.3087,0.0737,876,876,0.0,24.76,GOOD,1.0
