date,precip_mm,source
2017-06-11,15.07,nasa_power
2017-06-12,32.81,nasa_power
2017-06-13,28.59,nasa_power
2017-06-14,5.96,nasa_power
2017-06-15,5.41,nasa_power
2017-06-16,8.05,nasa_power
2017-06-17,5.43,nasa_power
2017-06-18,8.35,nasa_power
2017-06-19,25.94,nasa_power
2017-06-20,22.67,nasa_power
2017-06-21,8.19,nasa_power
2017-06-22,1.67,nasa_power
2017-06-23,7.65,nasa_power
2017-06-24,19.14,nasa_power
2017-06-25,2.84,nasa_power
2017-06-26,6.56,nasa_power
2017-06-27,22.75,nasa_power
2017-06-28,7.21,nasa_power
2017-06-29,13.29,nasa_power
2017-06-30,3.48,nasa_power
2017-07-01,16.02,nasa_power
2017-07-02,37.76,nasa_power
2017-07-03,8.52,nasa_power
2017-07-04,5.77,nasa_power
2017-07-05,11.36,nasa_power
2017-07-06,15.09,nasa_power
2017-07-07,3.68,nasa_power
2017-07-08,6.02,nasa_power
2017-07-09,8.54,nasa_power
2017-07-10,0.06,nasa_power
2017-07-11,0.02,nasa_power
2017-07-12,0.01,nasa_power
2017-07-13,0.05,nasa_power
2017-07-14,0.18,nasa_power
2017-07-15,2.03,nasa_power
2017-07-16,1.98,nasa_power
2017-07-17,1.66,nasa_power
2017-07-18,2.14,nasa_power
2017-07-19,3.26,nasa_power
2017-07-20,1.71,nasa_power
2017-07-21,2.09,nasa_power
2017-07-22,5.26,nasa_power
2017-07-23,3.25,nasa_power
2017-07-24,2.25,nasa_power
2017-07-25,0.95,nasa_power
2017-07-26,1.14,nasa_power
2017-07-27,0.6,nasa_power
2017-07-28,0.44,nasa_power
2017-07-29,0.3,nasa_power
2017-07-30,0.66,nasa_power
2017-07-31,0.96,nasa_power
2017-08-01,1.63,nasa_power
2017-08-02,2.54,nasa_power
2017-08-03,1.63,nasa_power
2017-08-04,0.87,nasa_power
2017-08-05,1.5,nasa_power
2017-08-06,0.97,nasa_power
2017-08-07,0.28,nasa_power
2017-08-08,1.1,nasa_power
2017-08-09,2.52,nasa_power
2017-08-10,1.86,nasa_power
2017-08-11,4.65,nasa_power
2017-08-12,5.09,nasa_power
2017-08-13,9.92,nasa_power
2017-08-14,2.67,nasa_power
2017-08-15,1.41,nasa_power
2017-08-16,0.13,nasa_power
2017-08-17,0.28,nasa_power
2017-08-18,1.36,nasa_power
2017-08-19,0.9,nasa_power
2017-08-20,0.27,nasa_power
2017-08-21,0.7,nasa_power
2017-08-22,0.64,nasa_power
2017-08-23,0.67,nasa_power
2017-08-24,1.06,nasa_power
2017-08-25,8.36,nasa_power
2017-08-26,10.47,nasa_power
2017-08-27,3.54,nasa_power
2017-08-28,1.21,nasa_power
2017-08-29,1.22,nasa_power
2017-08-30,1.26,nasa_power
2017-08-31,0.88,nasa_power
2017-09-01,0.71,nasa_power
2017-09-02,1.16,nasa_power
2017-09-03,2.44,nasa_power
2017-09-04,1.53,nasa_power
2017-09-05,1.77,nasa_power
2017-09-06,5.12,nasa_power
2017-09-07,8.17,nasa_power
2017-09-08,6.69,nasa_power
2017-09-09,3.99,nasa_power
2017-09-10,6.37,nasa_power
2017-09-11,7.8,nasa_power
2017-09-12,12.36,nasa_power
2017-09-13,0.57,nasa_power
2017-09-14,1.22,nasa_power
2017-09-15,2.28,nasa_power
2017-09-16,1.57,nasa_power
2017-09-17,0.83,nasa_power
2017-09-18,2.13,nasa_power
2017-09-19,3.28,nasa_power
2017-09-20,2.92,nasa_power
2017-09-21,3.0,nasa_power
2017-09-22,3.77,nasa_power
2017-09-23,5.25,nasa_power
2017-09-24,17.29,nasa_power
2017-09-25,2.84,nasa_power
2017-09-26,8.71,nasa_power
2017-09-27,11.76,nasa_power
2017-09-28,9.8,nasa_power
2017-09-29,17.6,nasa_power
2017-09-30,19.11,nasa_power
2017-10-01,3.1,nasa_power
2017-10-02,1.08,nasa_power
2017-10-03,4.95,nasa_power
2017-10-04,8.78,nasa_power
2017-10-05,3.33,nasa_power
2017-10-06,10.96,nasa_power
2017-10-07,15.49,nasa_power
2017-10-08,28.45,nasa_power
2017-10-09,4.2,nasa_power
2017-10-10,3.98,nasa_power
2017-10-11,7.65,nasa_power
2017-10-12,4.47,nasa_power
2017-10-13,6.4,nasa_power
2017-10-14,9.95,nasa_power
2017-10-15,14.39,nasa_power
2017-10-16,6.08,nasa_power
2017-10-17,5.15,nasa_power
2017-10-18,2.72,nasa_power
2017-10-19,3.47,nasa_power
2017-10-20,3.29,nasa_power
2017-10-21,3.17,nasa_power
2017-10-22,2.97,nasa_power
2017-10-23,4.5,nasa_power
2017-10-24,4.04,nasa_power
2017-10-25,5.13,nasa_power
2017-10-26,3.08,nasa_power
2017-10-27,6.66,nasa_power
2017-10-28,5.14,nasa_power
2017-10-29,4.74,nasa_power
2017-10-30,2.19,nasa_power
2017-10-31,2.16,nasa_power
2017-11-01,2.8,nasa_power
2017-11-02,2.71,nasa_power
2017-11-03,2.46,nasa_power
2017-11-04,7.9,nasa_power
2017-11-05,8.98,nasa_power
2017-11-06,10.56,nasa_power
2017-11-07,1.48,nasa_power
2017-11-08,2.29,nasa_power
2017-11-09,1.53,nasa_power
2017-11-10,1.39,nasa_power
2017-11-11,1.47,nasa_power
2017-11-12,3.14,nasa_power
2017-11-13,2.28,nasa_power
2017-11-14,7.34,nasa_power
2017-11-15,10.14,nasa_power
2017-11-16,8.75,nasa_power
2017-11-17,6.3,nasa_power
2017-11-18,3.77,nasa_power
2017-11-19,4.72,nasa_power
2017-11-20,4.04,nasa_power
2017-11-21,1.52,nasa_power
2017-11-22,11.45,nasa_power
2017-11-23,7.88,nasa_power
2017-11-24,7.71,nasa_power
2017-11-25,6.08,nasa_power
2017-11-26,4.22,nasa_power
2017-11-27,0.18,nasa_power
2017-11-28,0.09,nasa_power
2017-11-29,0.15,nasa_power
2017-11-30,0.2,nasa_power
2017-12-01,0.19,nasa_power
2017-12-02,0.81,nasa_power
2017-12-03,0.76,nasa_power
2017-12-04,0.7,nasa_power
2017-12-05,0.73,nasa_power
2017-12-06,1.06,nasa_power
2017-12-07,5.12,nasa_power
2017-12-08,8.67,nasa_power
2017-12-09,8.41,nasa_power
2017-12-10,2.9,nasa_power
2017-12-11,0.43,nasa_power
2017-12-12,0.67,nasa_power
2017-12-13,0.95,nasa_power
2017-12-14,1.56,nasa_power
2017-12-15,3.12,nasa_power
2017-12-16,6.34,nasa_power
2017-12-17,1.6,nasa_power
2017-12-18,1.98,nasa_power
2017-12-19,3.12,nasa_power
2017-12-20,3.82,nasa_power
2017-12-21,9.18,nasa_power
2017-12-22,1.54,nasa_power
2017-12-23,0.03,nasa_power
2017-12-24,0.0,nasa_power
2017-12-25,0.0,nasa_power
2017-12-26,0.03,nasa_power
2017-12-27,0.0,nasa_power
2017-12-28,0.01,nasa_power
2017-12-29,0.01,nasa_power
2017-12-30,0.02,nasa_power
2017-12-31,0.04,nasa_power
2018-01-01,0.2,nasa_power
2018-01-02,0.13,nasa_power
2018-01-03,0.24,nasa_power
2018-01-04,0.01,nasa_power
2018-01-05,0.0,nasa_power
2018-01-06,0.82,nasa_power
2018-01-07,2.3,nasa_power
2018-01-08,2.13,nasa_power
2018-01-09,1.16,nasa_power
2018-01-10,0.66,nasa_power
2018-01-11,0.21,nasa_power
2018-01-12,0.1,nasa_power
2018-01-13,0.03,nasa_power
2018-01-14,0.07,nasa_power
2018-01-15,0.21,nasa_power
2018-01-16,0.18,nasa_power
2018-01-17,0.13,nasa_power
2018-01-18,0.11,nasa_power
2018-01-19,0.12,nasa_power
2018-01-20,0.14,nasa_power
2018-01-21,0.24,nasa_power
2018-01-22,0.2,nasa_power
2018-01-23,0.33,nasa_power
2018-01-24,0.14,nasa_power
2018-01-25,0.53,nasa_power
2018-01-26,0.06,nasa_power
2018-01-27,0.08,nasa_power
2018-01-28,0.11,nasa_power
2018-01-29,0.11,nasa_power
2018-01-30,0.04,nasa_power
2018-01-31,0.03,nasa_power
2018-02-01,0.02,nasa_power
2018-02-02,0.04,nasa_power
2018-02-03,0.04,nasa_power
2018-02-04,0.04,nasa_power
2018-02-05,0.91,nasa_power
2018-02-06,2.06,nasa_power
2018-02-07,2.96,nasa_power
2018-02-08,2.23,nasa_power
2018-02-09,2.32,nasa_power
2018-02-10,0.59,nasa_power
2018-02-11,3.22,nasa_power
2018-02-12,1.52,nasa_power
2018-02-13,1.58,nasa_power
2018-02-14,2.5,nasa_power
2018-02-15,2.66,nasa_power
2018-02-16,1.24,nasa_power
2018-02-17,4.41,nasa_power
2018-02-18,6.65,nasa_power
2018-02-19,3.91,nasa_power
2018-02-20,16.23,nasa_power
2018-02-21,1.07,nasa_power
2018-02-22,1.5,nasa_power
2018-02-23,4.84,nasa_power
2018-02-24,6.6,nasa_power
2018-02-25,22.71,nasa_power
2018-02-26,9.2,nasa_power
2018-02-27,7.83,nasa_power
2018-02-28,5.27,nasa_power
2018-03-01,10.73,nasa_power
2018-03-02,6.02,nasa_power
2018-03-03,3.89,nasa_power
2018-03-04,11.48,nasa_power
2018-03-05,12.51,nasa_power
2018-03-06,5.74,nasa_power
2018-03-07,4.43,nasa_power
2018-03-08,7.3,nasa_power
2018-03-09,9.43,nasa_power
2018-03-10,10.03,nasa_power
2018-03-11,8.2,nasa_power
2018-03-12,5.27,nasa_power
2018-03-13,5.2,nasa_power
2018-03-14,1.49,nasa_power
2018-03-15,5.63,nasa_power
2018-03-16,9.06,nasa_power
2018-03-17,5.99,nasa_power
2018-03-18,1.85,nasa_power
2018-03-19,0.69,nasa_power
2018-03-20,2.51,nasa_power
2018-03-21,2.66,nasa_power
2018-03-22,3.08,nasa_power
2018-03-23,10.24,nasa_power
2018-03-24,3.64,nasa_power
2018-03-25,5.86,nasa_power
2018-03-26,23.51,nasa_power
2018-03-27,0.2,nasa_power
2018-03-28,0.9,nasa_power
2018-03-29,0.92,nasa_power
2018-03-30,0.32,nasa_power
2018-03-31,0.45,nasa_power
2018-04-01,1.96,nasa_power
2018-04-02,2.24,nasa_power
2018-04-03,2.0,nasa_power
2018-04-04,2.92,nasa_power
2018-04-05,17.4,nasa_power
2018-04-06,6.17,nasa_power
2018-04-07,5.56,nasa_power
2018-04-08,5.77,nasa_power
2018-04-09,1.18,nasa_power
2018-04-10,1.54,nasa_power
2018-04-11,0.3,nasa_power
2018-04-12,1.64,nasa_power
2018-04-13,2.78,nasa_power
2018-04-14,1.58,nasa_power
2018-04-15,1.98,nasa_power
2018-04-16,8.94,nasa_power
2018-04-17,10.5,nasa_power
2018-04-18,10.47,nasa_power
2018-04-19,7.92,nasa_power
2018-04-20,9.5,nasa_power
2018-04-21,5.92,nasa_power
2018-04-22,8.25,nasa_power
2018-04-23,5.56,nasa_power
2018-04-24,3.87,nasa_power
2018-04-25,7.34,nasa_power
2018-04-26,0.53,nasa_power
2018-04-27,2.09,nasa_power
2018-04-28,2.2,nasa_power
2018-04-29,3.82,nasa_power
2018-04-30,0.8,nasa_power
2018-05-01,5.18,nasa_power
2018-05-02,6.33,nasa_power
2018-05-03,5.7,nasa_power
2018-05-04,3.56,nasa_power
2018-05-05,2.25,nasa_power
2018-05-06,9.54,nasa_power
2018-05-07,2.25,nasa_power
2018-05-08,6.62,nasa_power
2018-05-09,9.48,nasa_power
2018-05-10,19.09,nasa_power
2018-05-11,17.76,nasa_power
2018-05-12,5.43,nasa_power
2018-05-13,3.21,nasa_power
2018-05-14,2.75,nasa_power
2018-05-15,3.27,nasa_power
2018-05-16,8.04,nasa_power
2018-05-17,13.39,nasa_power
2018-05-18,4.03,nasa_power
2018-05-19,2.23,nasa_power
2018-05-20,7.3,nasa_power
2018-05-21,8.68,nasa_power
2018-05-22,36.5,nasa_power
2018-05-23,33.33,nasa_power
2018-05-24,19.42,nasa_power
2018-05-25,26.5,nasa_power
2018-05-26,4.81,nasa_power
2018-05-27,18.7,nasa_power
2018-05-28,1.85,nasa_power
2018-05-29,5.74,nasa_power
2018-05-30,10.38,nasa_power
2018-05-31,4.73,nasa_power
2018-06-01,4.36,nasa_power
2018-06-02,3.44,nasa_power
2018-06-03,5.47,nasa_power
2018-06-04,2.92,nasa_power
2018-06-05,4.35,nasa_power
2018-06-06,2.78,nasa_power
2018-06-07,6.98,nasa_power
2018-06-08,7.71,nasa_power
2018-06-09,8.28,nasa_power
2018-06-10,13.29,nasa_power
2018-06-11,3.48,nasa_power
2018-06-12,2.13,nasa_power
2018-06-13,4.66,nasa_power
2018-06-14,3.64,nasa_power
2018-06-15,6.18,nasa_power
2018-06-16,5.75,nasa_power
2018-06-17,4.3,nasa_power
2018-06-18,4.71,nasa_power
2018-06-19,18.91,nasa_power
2018-06-20,3.49,nasa_power
2018-06-21,10.93,nasa_power
2018-06-22,16.8,nasa_power
2018-06-23,6.49,nasa_power
2018-06-24,1.01,nasa_power
2018-06-25,0.2,nasa_power
2018-06-26,17.01,nasa_power
2018-06-27,19.8,nasa_power
2018-06-28,9.42,nasa_power
2018-06-29,7.87,nasa_power
2018-06-30,22.41,nasa_power
2018-07-01,12.34,nasa_power
2018-07-02,2.45,nasa_power
2018-07-03,4.4,nasa_power
2018-07-04,4.19,nasa_power
2018-07-05,11.05,nasa_power
2018-07-06,15.17,nasa_power
2018-07-07,15.09,nasa_power
2018-07-08,6.86,nasa_power
2018-07-09,4.05,nasa_power
2018-07-10,1.0,nasa_power
2018-07-11,4.53,nasa_power
2018-07-12,7.73,nasa_power
2018-07-13,4.39,nasa_power
2018-07-14,10.56,nasa_power
2018-07-15,5.02,nasa_power
2018-07-16,3.89,nasa_power
2018-07-17,4.88,nasa_power
2018-07-18,1.82,nasa_power
2018-07-19,3.91,nasa_power
2018-07-20,1.56,nasa_power
2018-07-21,1.61,nasa_power
2018-07-22,1.06,nasa_power
2018-07-23,2.18,nasa_power
2018-07-24,2.88,nasa_power
2018-07-25,6.42,nasa_power
2018-07-26,2.28,nasa_power
2018-07-27,0.14,nasa_power
2018-07-28,0.21,nasa_power
2018-07-29,0.94,nasa_power
2018-07-30,0.42,nasa_power
2018-07-31,0.06,nasa_power
2018-08-01,0.07,nasa_power
2018-08-02,0.68,nasa_power
2018-08-03,0.49,nasa_power
2018-08-04,0.19,nasa_power
2018-08-05,0.0,nasa_power
2018-08-06,0.1,nasa_power
2018-08-07,0.26,nasa_power
2018-08-08,0.19,nasa_power
2018-08-09,1.35,nasa_power
2018-08-10,2.16,nasa_power
2018-08-11,0.3,nasa_power
2018-08-12,1.55,nasa_power
2018-08-13,1.16,nasa_power
2018-08-14,1.1,nasa_power
2018-08-15,1.48,nasa_power
2018-08-16,1.06,nasa_power
2018-08-17,2.56,nasa_power
2018-08-18,3.54,nasa_power
2018-08-19,5.71,nasa_power
2018-08-20,3.28,nasa_power
2018-08-21,3.61,nasa_power
2018-08-22,3.36,nasa_power
2018-08-23,5.04,nasa_power
2018-08-24,6.98,nasa_power
2018-08-25,10.45,nasa_power
2018-08-26,3.95,nasa_power
2018-08-27,1.01,nasa_power
2018-08-28,2.88,nasa_power
2018-08-29,1.6,nasa_power
2018-08-30,1.43,nasa_power
2018-08-31,4.6,nasa_power
2018-09-01,2.91,nasa_power
2018-09-02,3.3,nasa_power
2018-09-03,3.46,nasa_power
2018-09-04,6.21,nasa_power
2018-09-05,5.92,nasa_power
2018-09-06,9.73,nasa_power
2018-09-07,7.69,nasa_power
2018-09-08,9.82,nasa_power
2018-09-09,4.99,nasa_power
2018-09-10,8.81,nasa_power
2018-09-11,4.16,nasa_power
2018-09-12,12.32,nasa_power
2018-09-13,4.32,nasa_power
2018-09-14,4.26,nasa_power
2018-09-15,3.56,nasa_power
2018-09-16,2.04,nasa_power
2018-09-17,1.03,nasa_power
2018-09-18,1.23,nasa_power
2018-09-19,3.48,nasa_power
2018-09-20,6.26,nasa_power
2018-09-21,3.06,nasa_power
2018-09-22,6.93,nasa_power
2018-09-23,1.65,nasa_power
2018-09-24,1.77,nasa_power
2018-09-25,2.38,nasa_power
2018-09-26,7.17,nasa_power
2018-09-27,2.32,nasa_power
2018-09-28,8.2,nasa_power
2018-09-29,4.02,nasa_power
2018-09-30,4.92,nasa_power
2018-10-01,3.59,nasa_power
2018-10-02,16.73,nasa_power
2018-10-03,42.23,nasa_power
2018-10-04,8.28,nasa_power
2018-10-05,9.78,nasa_power
2018-10-06,5.21,nasa_power
2018-10-07,2.78,nasa_power
2018-10-08,13.82,nasa_power
2018-10-09,14.94,nasa_power
2018-10-10,10.24,nasa_power
2018-10-11,11.19,nasa_power
2018-10-12,12.97,nasa_power
2018-10-13,10.71,nasa_power
2018-10-14,13.29,nasa_power
2018-10-15,21.59,nasa_power
2018-10-16,13.04,nasa_power
2018-10-17,10.6,nasa_power
2018-10-18,2.29,nasa_power
2018-10-19,0.86,nasa_power
2018-10-20,1.13,nasa_power
2018-10-21,2.67,nasa_power
2018-10-22,5.59,nasa_power
2018-10-23,4.96,nasa_power
2018-10-24,4.03,nasa_power
2018-10-25,0.99,nasa_power
2018-10-26,2.13,nasa_power
2018-10-27,1.75,nasa_power
2018-10-28,2.3,nasa_power
2018-10-29,3.79,nasa_power
2018-10-30,3.76,nasa_power
2018-10-31,4.44,nasa_power
2018-11-01,5.29,nasa_power
2018-11-02,10.43,nasa_power
2018-11-03,5.3,nasa_power
2018-11-04,3.31,nasa_power
2018-11-05,6.03,nasa_power
2018-11-06,15.17,nasa_power
2018-11-07,4.44,nasa_power
2018-11-08,2.85,nasa_power
2018-11-09,1.28,nasa_power
2018-11-10,0.8,nasa_power
2018-11-11,1.23,nasa_power
2018-11-12,3.66,nasa_power
2018-11-13,3.65,nasa_power
2018-11-14,3.73,nasa_power
2018-11-15,5.09,nasa_power
2018-11-16,3.2,nasa_power
2018-11-17,4.41,nasa_power
2018-11-18,1.24,nasa_power
2018-11-19,6.89,nasa_power
2018-11-20,4.49,nasa_power
2018-11-21,2.76,nasa_power
2018-11-22,0.88,nasa_power
2018-11-23,1.98,nasa_power
2018-11-24,4.58,nasa_power
2018-11-25,2.72,nasa_power
2018-11-26,2.78,nasa_power
2018-11-27,1.21,nasa_power
2018-11-28,1.79,nasa_power
2018-11-29,1.89,nasa_power
2018-11-30,1.57,nasa_power
2018-12-01,4.2,nasa_power
2018-12-02,0.07,nasa_power
2018-12-03,0.28,nasa_power
2018-12-04,0.28,nasa_power
2018-12-05,0.26,nasa_power
2018-12-06,0.11,nasa_power
2018-12-07,1.78,nasa_power
2018-12-08,0.99,nasa_power
2018-12-09,0.84,nasa_power
2018-12-10,1.03,nasa_power
2018-12-11,1.16,nasa_power
2018-12-12,2.67,nasa_power
2018-12-13,1.32,nasa_power
2018-12-14,0.49,nasa_power
2018-12-15,0.25,nasa_power
2018-12-16,0.31,nasa_power
2018-12-17,0.33,nasa_power
2018-12-18,1.26,nasa_power
2018-12-19,1.26,nasa_power
2018-12-20,0.34,nasa_power
2018-12-21,0.27,nasa_power
2018-12-22,0.35,nasa_power
2018-12-23,0.3,nasa_power
2018-12-24,0.03,nasa_power
2018-12-25,0.01,nasa_power
2018-12-26,0.12,nasa_power
2018-12-27,0.01,nasa_power
2018-12-28,0.04,nasa_power
2018-12-29,0.24,nasa_power
2018-12-30,0.22,nasa_power
2018-12-31,0.41,nasa_power
2019-01-01,0.02,nasa_power
2019-01-02,0.03,nasa_power
2019-01-03,0.06,nasa_power
2019-01-04,0.2,nasa_power
2019-01-05,0.04,nasa_power
2019-01-06,0.23,nasa_power
2019-01-07,1.33,nasa_power
2019-01-08,0.09,nasa_power
2019-01-09,0.27,nasa_power
2019-01-10,0.86,nasa_power
2019-01-11,0.12,nasa_power
2019-01-12,0.09,nasa_power
2019-01-13,0.07,nasa_power
2019-01-14,0.18,nasa_power
2019-01-15,0.08,nasa_power
2019-01-16,2.81,nasa_power
2019-01-17,3.5,nasa_power
2019-01-18,1.43,nasa_power
2019-01-19,1.21,nasa_power
2019-01-20,2.61,nasa_power
2019-01-21,0.6,nasa_power
2019-01-22,0.35,nasa_power
2019-01-23,0.24,nasa_power
2019-01-24,1.23,nasa_power
2019-01-25,1.9,nasa_power
2019-01-26,0.87,nasa_power
2019-01-27,0.86,nasa_power
2019-01-28,1.29,nasa_power
2019-01-29,0.94,nasa_power
2019-01-30,3.62,nasa_power
2019-01-31,5.53,nasa_power
2019-02-01,7.51,nasa_power
2019-02-02,27.13,nasa_power
2019-02-03,1.86,nasa_power
2019-02-04,2.23,nasa_power
2019-02-05,3.76,nasa_power
2019-02-06,1.96,nasa_power
2019-02-07,1.94,nasa_power
2019-02-08,1.94,nasa_power
2019-02-09,1.61,nasa_power
2019-02-10,0.14,nasa_power
2019-02-11,0.19,nasa_power
2019-02-12,0.08,nasa_power
2019-02-13,0.02,nasa_power
2019-02-14,0.18,nasa_power
2019-02-15,0.85,nasa_power
2019-02-16,0.8,nasa_power
2019-02-17,0.85,nasa_power
2019-02-18,3.56,nasa_power
2019-02-19,9.65,nasa_power
2019-02-20,1.22,nasa_power
2019-02-21,0.71,nasa_power
2019-02-22,1.36,nasa_power
2019-02-23,0.81,nasa_power
2019-02-24,0.74,nasa_power
2019-02-25,5.21,nasa_power
2019-02-26,4.06,nasa_power
2019-02-27,4.85,nasa_power
2019-02-28,4.05,nasa_power
2019-03-01,6.72,nasa_power
2019-03-02,1.07,nasa_power
2019-03-03,0.12,nasa_power
2019-03-04,2.17,nasa_power
2019-03-05,3.65,nasa_power
2019-03-06,11.02,nasa_power
2019-03-07,2.05,nasa_power
2019-03-08,4.77,nasa_power
2019-03-09,3.56,nasa_power
2019-03-10,1.72,nasa_power
2019-03-11,1.95,nasa_power
2019-03-12,1.04,nasa_power
2019-03-13,2.25,nasa_power
2019-03-14,2.59,nasa_power
2019-03-15,4.15,nasa_power
2019-03-16,2.75,nasa_power
2019-03-17,6.09,nasa_power
2019-03-18,3.06,nasa_power
2019-03-19,5.63,nasa_power
2019-03-20,8.38,nasa_power
2019-03-21,4.91,nasa_power
2019-03-22,5.47,nasa_power
2019-03-23,4.6,nasa_power
2019-03-24,5.0,nasa_power
2019-03-25,5.76,nasa_power
2019-03-26,0.42,nasa_power
2019-03-27,1.8,nasa_power
2019-03-28,5.14,nasa_power
2019-03-29,3.35,nasa_power
2019-03-30,10.04,nasa_power
2019-03-31,3.23,nasa_power
2019-04-01,3.93,nasa_power
2019-04-02,4.17,nasa_power
