date,precip_mm,source
2017-10-25,3.16,nasa_power
2017-10-26,2.01,nasa_power
2017-10-27,5.5,nasa_power
2017-10-28,4.99,nasa_power
2017-10-29,4.45,nasa_power
2017-10-30,2.05,nasa_power
2017-10-31,2.44,nasa_power
2017-11-01,3.38,nasa_power
2017-11-02,2.87,nasa_power
2017-11-03,3.06,nasa_power
2017-11-04,7.62,nasa_power
2017-11-05,7.52,nasa_power
2017-11-06,8.15,nasa_power
2017-11-07,1.3,nasa_power
2017-11-08,2.28,nasa_power
2017-11-09,1.64,nasa_power
2017-11-10,1.64,nasa_power
2017-11-11,1.92,nasa_power
2017-11-12,3.28,nasa_power
2017-11-13,2.73,nasa_power
2017-11-14,5.72,nasa_power
2017-11-15,7.98,nasa_power
2017-11-16,7.89,nasa_power
2017-11-17,4.67,nasa_power
2017-11-18,3.78,nasa_power
2017-11-19,4.47,nasa_power
2017-11-20,4.56,nasa_power
2017-11-21,2.08,nasa_power
2017-11-22,10.4,nasa_power
2017-11-23,8.1,nasa_power
2017-11-24,7.04,nasa_power
2017-11-25,5.09,nasa_power
2017-11-26,4.24,nasa_power
2017-11-27,0.37,nasa_power
2017-11-28,0.29,nasa_power
2017-11-29,0.4,nasa_power
2017-11-30,0.34,nasa_power
2017-12-01,0.36,nasa_power
2017-12-02,0.92,nasa_power
2017-12-03,0.87,nasa_power
2017-12-04,0.87,nasa_power
2017-12-05,1.03,nasa_power
2017-12-06,1.27,nasa_power
2017-12-07,6.54,nasa_power
2017-12-08,9.39,nasa_power
2017-12-09,11.36,nasa_power
2017-12-10,4.97,nasa_power
2017-12-11,1.1,nasa_power
2017-12-12,0.97,nasa_power
2017-12-13,1.0,nasa_power
2017-12-14,1.42,nasa_power
2017-12-15,3.15,nasa_power
2017-12-16,6.75,nasa_power
2017-12-17,2.08,nasa_power
2017-12-18,2.39,nasa_power
2017-12-19,4.09,nasa_power
2017-12-20,5.05,nasa_power
2017-12-21,12.77,nasa_power
2017-12-22,4.4,nasa_power
2017-12-23,0.3,nasa_power
2017-12-24,0.0,nasa_power
2017-12-25,0.0,nasa_power
2017-12-26,0.02,nasa_power
2017-12-27,0.01,nasa_power
2017-12-28,0.06,nasa_power
2017-12-29,0.04,nasa_power
2017-12-30,0.11,nasa_power
2017-12-31,0.21,nasa_power
2018-01-01,0.87,nasa_power
2018-01-02,0.54,nasa_power
2018-01-03,0.8,nasa_power
2018-01-04,0.03,nasa_power
2018-01-05,0.02,nasa_power
2018-01-06,1.05,nasa_power
2018-01-07,2.52,nasa_power
2018-01-08,2.14,nasa_power
2018-01-09,1.65,nasa_power
2018-01-10,0.92,nasa_power
2018-01-11,0.9,nasa_power
2018-01-12,0.49,nasa_power
2018-01-13,0.12,nasa_power
2018-01-14,0.34,nasa_power
2018-01-15,0.74,nasa_power
2018-01-16,0.69,nasa_power
2018-01-17,0.31,nasa_power
2018-01-18,0.42,nasa_power
2018-01-19,0.45,nasa_power
2018-01-20,0.5,nasa_power
2018-01-21,0.83,nasa_power
2018-01-22,0.7,nasa_power
2018-01-23,0.88,nasa_power
2018-01-24,0.49,nasa_power
2018-01-25,1.53,nasa_power
2018-01-26,0.29,nasa_power
2018-01-27,0.23,nasa_power
2018-01-28,0.37,nasa_power
2018-01-29,0.36,nasa_power
2018-01-30,0.15,nasa_power
2018-01-31,0.07,nasa_power
2018-02-01,0.05,nasa_power
2018-02-02,0.08,nasa_power
2018-02-03,0.09,nasa_power
2018-02-04,0.1,nasa_power
2018-02-05,1.02,nasa_power
2018-02-06,2.16,nasa_power
2018-02-07,2.46,nasa_power
2018-02-08,2.69,nasa_power
2018-02-09,2.42,nasa_power
2018-02-10,0.75,nasa_power
2018-02-11,4.79,nasa_power
2018-02-12,2.32,nasa_power
2018-02-13,2.43,nasa_power
2018-02-14,4.2,nasa_power
2018-02-15,3.96,nasa_power
2018-02-16,1.87,nasa_power
2018-02-17,4.64,nasa_power
2018-02-18,6.23,nasa_power
2018-02-19,3.15,nasa_power
2018-02-20,7.45,nasa_power
2018-02-21,2.01,nasa_power
2018-02-22,2.16,nasa_power
2018-02-23,4.4,nasa_power
2018-02-24,8.15,nasa_power
2018-02-25,22.89,nasa_power
2018-02-26,6.91,nasa_power
2018-02-27,6.69,nasa_power
2018-02-28,4.15,nasa_power
2018-03-01,8.71,nasa_power
2018-03-02,5.27,nasa_power
2018-03-03,3.11,nasa_power
2018-03-04,8.36,nasa_power
2018-03-05,8.96,nasa_power
2018-03-06,3.38,nasa_power
2018-03-07,2.2,nasa_power
2018-03-08,4.51,nasa_power
2018-03-09,5.94,nasa_power
2018-03-10,6.89,nasa_power
2018-03-11,6.03,nasa_power
2018-03-12,3.81,nasa_power
2018-03-13,3.7,nasa_power
2018-03-14,0.88,nasa_power
2018-03-15,3.61,nasa_power
2018-03-16,6.35,nasa_power
2018-03-17,5.86,nasa_power
2018-03-18,1.82,nasa_power
2018-03-19,0.73,nasa_power
2018-03-20,2.12,nasa_power
2018-03-21,2.16,nasa_power
2018-03-22,3.7,nasa_power
2018-03-23,7.33,nasa_power
2018-03-24,3.86,nasa_power
2018-03-25,9.16,nasa_power
2018-03-26,22.17,nasa_power
2018-03-27,0.44,nasa_power
2018-03-28,1.47,nasa_power
2018-03-29,1.48,nasa_power
2018-03-30,0.67,nasa_power
2018-03-31,0.86,nasa_power
2018-04-01,1.6,nasa_power
2018-04-02,3.06,nasa_power
2018-04-03,1.95,nasa_power
2018-04-04,3.06,nasa_power
2018-04-05,14.1,nasa_power
2018-04-06,8.46,nasa_power
2018-04-07,6.28,nasa_power
2018-04-08,7.51,nasa_power
2018-04-09,1.89,nasa_power
2018-04-10,1.52,nasa_power
2018-04-11,0.37,nasa_power
2018-04-12,1.43,nasa_power
2018-04-13,1.99,nasa_power
2018-04-14,1.15,nasa_power
2018-04-15,1.86,nasa_power
2018-04-16,6.99,nasa_power
2018-04-17,7.36,nasa_power
2018-04-18,7.14,nasa_power
2018-04-19,5.56,nasa_power
2018-04-20,6.56,nasa_power
2018-04-21,4.94,nasa_power
2018-04-22,5.51,nasa_power
2018-04-23,3.48,nasa_power
2018-04-24,3.89,nasa_power
2018-04-25,6.57,nasa_power
2018-04-26,0.45,nasa_power
2018-04-27,0.92,nasa_power
2018-04-28,2.02,nasa_power
2018-04-29,3.25,nasa_power
2018-04-30,1.04,nasa_power
2018-05-01,7.43,nasa_power
2018-05-02,9.17,nasa_power
2018-05-03,7.54,nasa_power
2018-05-04,3.39,nasa_power
2018-05-05,1.77,nasa_power
2018-05-06,9.11,nasa_power
2018-05-07,2.91,nasa_power
2018-05-08,6.81,nasa_power
2018-05-09,10.3,nasa_power
2018-05-10,18.64,nasa_power
2018-05-11,19.25,nasa_power
2018-05-12,7.84,nasa_power
2018-05-13,3.48,nasa_power
2018-05-14,3.53,nasa_power
2018-05-15,4.92,nasa_power
2018-05-16,9.24,nasa_power
2018-05-17,12.31,nasa_power
2018-05-18,7.19,nasa_power
2018-05-19,3.85,nasa_power
2018-05-20,9.08,nasa_power
2018-05-21,6.52,nasa_power
2018-05-22,23.27,nasa_power
2018-05-23,34.57,nasa_power
2018-05-24,17.93,nasa_power
2018-05-25,21.98,nasa_power
2018-05-26,5.52,nasa_power
2018-05-27,19.68,nasa_power
2018-05-28,2.18,nasa_power
2018-05-29,5.72,nasa_power
2018-05-30,11.68,nasa_power
2018-05-31,4.61,nasa_power
2018-06-01,5.02,nasa_power
2018-06-02,4.1,nasa_power
2018-06-03,8.8,nasa_power
2018-06-04,3.94,nasa_power
2018-06-05,5.99,nasa_power
2018-06-06,3.17,nasa_power
2018-06-07,6.56,nasa_power
2018-06-08,9.63,nasa_power
2018-06-09,9.23,nasa_power
2018-06-10,9.18,nasa_power
2018-06-11,2.72,nasa_power
2018-06-12,2.2,nasa_power
2018-06-13,2.5,nasa_power
2018-06-14,2.38,nasa_power
2018-06-15,11.18,nasa_power
2018-06-16,5.4,nasa_power
2018-06-17,6.71,nasa_power
2018-06-18,5.7,nasa_power
2018-06-19,25.52,nasa_power
2018-06-20,3.24,nasa_power
2018-06-21,7.11,nasa_power
2018-06-22,23.52,nasa_power
2018-06-23,5.85,nasa_power
2018-06-24,0.57,nasa_power
2018-06-25,0.12,nasa_power
2018-06-26,3.77,nasa_power
2018-06-27,11.03,nasa_power
2018-06-28,8.92,nasa_power
2018-06-29,8.87,nasa_power
2018-06-30,19.42,nasa_power
2018-07-01,11.18,nasa_power
2018-07-02,2.43,nasa_power
2018-07-03,2.32,nasa_power
2018-07-04,2.69,nasa_power
2018-07-05,6.08,nasa_power
2018-07-06,9.0,nasa_power
2018-07-07,16.33,nasa_power
2018-07-08,4.84,nasa_power
2018-07-09,3.11,nasa_power
2018-07-10,1.07,nasa_power
2018-07-11,3.23,nasa_power
2018-07-12,8.32,nasa_power
2018-07-13,4.37,nasa_power
2018-07-14,7.32,nasa_power
2018-07-15,4.46,nasa_power
2018-07-16,3.42,nasa_power
2018-07-17,3.85,nasa_power
2018-07-18,1.57,nasa_power
2018-07-19,3.51,nasa_power
2018-07-20,2.21,nasa_power
2018-07-21,1.5,nasa_power
2018-07-22,0.67,nasa_power
2018-07-23,1.78,nasa_power
2018-07-24,3.88,nasa_power
2018-07-25,5.86,nasa_power
2018-07-26,1.99,nasa_power
2018-07-27,0.15,nasa_power
2018-07-28,0.21,nasa_power
2018-07-29,0.57,nasa_power
2018-07-30,0.33,nasa_power
2018-07-31,0.06,nasa_power
2018-08-01,0.02,nasa_power
2018-08-02,0.32,nasa_power
2018-08-03,0.29,nasa_power
2018-08-04,0.21,nasa_power
2018-08-05,0.0,nasa_power
2018-08-06,0.07,nasa_power
2018-08-07,0.41,nasa_power
2018-08-08,0.31,nasa_power
2018-08-09,0.93,nasa_power
2018-08-10,1.84,nasa_power
2018-08-11,0.19,nasa_power
2018-08-12,1.03,nasa_power
2018-08-13,0.66,nasa_power
2018-08-14,0.68,nasa_power
2018-08-15,1.51,nasa_power
2018-08-16,0.91,nasa_power
2018-08-17,2.64,nasa_power
2018-08-18,2.55,nasa_power
2018-08-19,4.5,nasa_power
2018-08-20,2.51,nasa_power
2018-08-21,2.99,nasa_power
2018-08-22,3.11,nasa_power
2018-08-23,3.77,nasa_power
2018-08-24,3.36,nasa_power
2018-08-25,12.66,nasa_power
2018-08-26,2.51,nasa_power
2018-08-27,0.64,nasa_power
2018-08-28,1.64,nasa_power
2018-08-29,1.17,nasa_power
2018-08-30,1.3,nasa_power
2018-08-31,3.71,nasa_power
2018-09-01,2.09,nasa_power
2018-09-02,2.34,nasa_power
2018-09-03,2.49,nasa_power
2018-09-04,5.67,nasa_power
2018-09-05,4.76,nasa_power
2018-09-06,7.93,nasa_power
2018-09-07,7.73,nasa_power
2018-09-08,8.27,nasa_power
2018-09-09,3.55,nasa_power
2018-09-10,5.78,nasa_power
2018-09-11,3.83,nasa_power
2018-09-12,8.54,nasa_power
2018-09-13,3.73,nasa_power
2018-09-14,4.23,nasa_power
2018-09-15,3.35,nasa_power
2018-09-16,1.12,nasa_power
2018-09-17,0.78,nasa_power
2018-09-18,1.17,nasa_power
2018-09-19,2.94,nasa_power
2018-09-20,2.61,nasa_power
2018-09-21,3.31,nasa_power
2018-09-22,5.91,nasa_power
2018-09-23,1.37,nasa_power
2018-09-24,1.38,nasa_power
2018-09-25,2.04,nasa_power
2018-09-26,2.77,nasa_power
2018-09-27,2.26,nasa_power
2018-09-28,8.04,nasa_power
2018-09-29,3.67,nasa_power
2018-09-30,3.64,nasa_power
2018-10-01,2.92,nasa_power
2018-10-02,8.86,nasa_power
2018-10-03,14.93,nasa_power
2018-10-04,6.12,nasa_power
2018-10-05,5.18,nasa_power
2018-10-06,3.99,nasa_power
2018-10-07,2.53,nasa_power
2018-10-08,10.74,nasa_power
2018-10-09,12.09,nasa_power
2018-10-10,9.02,nasa_power
2018-10-11,10.59,nasa_power
2018-10-12,12.03,nasa_power
2018-10-13,8.88,nasa_power
2018-10-14,10.27,nasa_power
2018-10-15,14.79,nasa_power
2018-10-16,10.66,nasa_power
2018-10-17,8.11,nasa_power
2018-10-18,3.44,nasa_power
2018-10-19,1.32,nasa_power
2018-10-20,1.39,nasa_power
2018-10-21,2.64,nasa_power
2018-10-22,4.55,nasa_power
2018-10-23,6.22,nasa_power
2018-10-24,5.72,nasa_power
2018-10-25,1.73,nasa_power
2018-10-26,2.51,nasa_power
2018-10-27,1.86,nasa_power
2018-10-28,2.35,nasa_power
2018-10-29,4.19,nasa_power
2018-10-30,3.7,nasa_power
2018-10-31,5.15,nasa_power
2018-11-01,5.44,nasa_power
2018-11-02,9.52,nasa_power
2018-11-03,5.17,nasa_power
2018-11-04,4.19,nasa_power
2018-11-05,5.84,nasa_power
2018-11-06,14.66,nasa_power
2018-11-07,4.73,nasa_power
2018-11-08,3.65,nasa_power
2018-11-09,1.24,nasa_power
2018-11-10,1.02,nasa_power
2018-11-11,1.42,nasa_power
2018-11-12,3.48,nasa_power
2018-11-13,4.8,nasa_power
2018-11-14,4.75,nasa_power
2018-11-15,5.12,nasa_power
2018-11-16,3.34,nasa_power
2018-11-17,4.66,nasa_power
2018-11-18,1.4,nasa_power
2018-11-19,5.7,nasa_power
2018-11-20,3.99,nasa_power
2018-11-21,2.49,nasa_power
2018-11-22,0.94,nasa_power
2018-11-23,2.41,nasa_power
2018-11-24,4.35,nasa_power
2018-11-25,3.08,nasa_power
2018-11-26,3.24,nasa_power
2018-11-27,1.14,nasa_power
2018-11-28,1.7,nasa_power
2018-11-29,2.15,nasa_power
2018-11-30,2.41,nasa_power
2018-12-01,5.85,nasa_power
2018-12-02,0.33,nasa_power
2018-12-03,1.41,nasa_power
2018-12-04,0.98,nasa_power
2018-12-05,0.97,nasa_power
2018-12-06,0.59,nasa_power
2018-12-07,5.58,nasa_power
2018-12-08,2.01,nasa_power
2018-12-09,2.92,nasa_power
2018-12-10,2.36,nasa_power
2018-12-11,3.05,nasa_power
2018-12-12,3.62,nasa_power
2018-12-13,2.34,nasa_power
2018-12-14,1.26,nasa_power
2018-12-15,0.79,nasa_power
2018-12-16,0.72,nasa_power
2018-12-17,0.94,nasa_power
2018-12-18,2.28,nasa_power
2018-12-19,2.81,nasa_power
2018-12-20,1.06,nasa_power
2018-12-21,0.68,nasa_power
2018-12-22,1.26,nasa_power
2018-12-23,1.23,nasa_power
2018-12-24,0.29,nasa_power
2018-12-25,0.24,nasa_power
2018-12-26,0.81,nasa_power
2018-12-27,0.17,nasa_power
2018-12-28,0.24,nasa_power
2018-12-29,1.23,nasa_power
2018-12-30,0.96,nasa_power
2018-12-31,1.51,nasa_power
2019-01-01,0.16,nasa_power
2019-01-02,0.17,nasa_power
2019-01-03,0.26,nasa_power
2019-01-04,0.96,nasa_power
2019-01-05,0.23,nasa_power
2019-01-06,0.78,nasa_power
2019-01-07,3.1,nasa_power
2019-01-08,0.22,nasa_power
2019-01-09,0.82,nasa_power
2019-01-10,1.27,nasa_power
2019-01-11,0.52,nasa_power
2019-01-12,0.47,nasa_power
2019-01-13,0.34,nasa_power
2019-01-14,0.65,nasa_power
2019-01-15,0.34,nasa_power
2019-01-16,3.82,nasa_power
2019-01-17,4.2,nasa_power
2019-01-18,1.39,nasa_power
2019-01-19,1.38,nasa_power
2019-01-20,2.19,nasa_power
2019-01-21,1.4,nasa_power
2019-01-22,1.05,nasa_power
2019-01-23,0.38,nasa_power
2019-01-24,3.05,nasa_power
2019-01-25,3.23,nasa_power
2019-01-26,2.09,nasa_power
2019-01-27,1.61,nasa_power
2019-01-28,2.15,nasa_power
2019-01-29,1.68,nasa_power
2019-01-30,6.04,nasa_power
2019-01-31,4.49,nasa_power
2019-02-01,4.42,nasa_power
2019-02-02,19.83,nasa_power
2019-02-03,2.45,nasa_power
2019-02-04,1.7,nasa_power
2019-02-05,4.03,nasa_power
2019-02-06,1.99,nasa_power
2019-02-07,2.22,nasa_power
2019-02-08,2.09,nasa_power
2019-02-09,1.9,nasa_power
2019-02-10,0.59,nasa_power
2019-02-11,0.82,nasa_power
2019-02-12,0.24,nasa_power
2019-02-13,0.08,nasa_power
2019-02-14,0.59,nasa_power
2019-02-15,1.27,nasa_power
2019-02-16,1.03,nasa_power
2019-02-17,0.92,nasa_power
2019-02-18,3.03,nasa_power
2019-02-19,8.03,nasa_power
2019-02-20,1.28,nasa_power
2019-02-21,0.97,nasa_power
2019-02-22,1.79,nasa_power
2019-02-23,1.04,nasa_power
2019-02-24,0.98,nasa_power
2019-02-25,5.05,nasa_power
2019-02-26,5.42,nasa_power
2019-02-27,5.8,nasa_power
2019-02-28,5.13,nasa_power
2019-03-01,7.77,nasa_power
2019-03-02,0.85,nasa_power
2019-03-03,0.12,nasa_power
2019-03-04,2.66,nasa_power
2019-03-05,3.77,nasa_power
2019-03-06,8.82,nasa_power
2019-03-07,1.49,nasa_power
2019-03-08,4.96,nasa_power
2019-03-09,3.95,nasa_power
2019-03-10,1.88,nasa_power
2019-03-11,1.82,nasa_power
2019-03-12,1.46,nasa_power
2019-03-13,2.64,nasa_power
2019-03-14,3.45,nasa_power
2019-03-15,4.47,nasa_power
2019-03-16,2.86,nasa_power
2019-03-17,5.52,nasa_power
2019-03-18,2.15,nasa_power
2019-03-19,5.54,nasa_power
2019-03-20,8.42,nasa_power
2019-03-21,5.76,nasa_power
2019-03-22,5.31,nasa_power
2019-03-23,4.22,nasa_power
2019-03-24,5.25,nasa_power
2019-03-25,5.32,nasa_power
2019-03-26,0.31,nasa_power
2019-03-27,1.47,nasa_power
2019-03-28,4.24,nasa_power
2019-03-29,2.81,nasa_power
2019-03-30,8.04,nasa_power
2019-03-31,3.4,nasa_power
2019-04-01,1.88,nasa_power
2019-04-02,5.57,nasa_power
