date,ndti,ndti_std,red,green,cloud_cover,scene_id,water_pixel_count
2024-12-21,0.133687,0.045569,0.2548,0.1947,11.854,S2B_30NXL_20241221_0_L2A,828
2024-12-26,0.004301,0.020458,0.15,0.1514,23.518,S2A_30NXL_20241226_0_L2A,52
2024-12-31,0.018296,0.008894,0.3844,0.3682,25.268,S2B_30NXL_20241231_0_L2A,10
2025-01-05,0.023641,0.020347,0.172,0.162,18.19,S2A_30NXL_20250105_0_L2A,433
2025-01-15,0.007271,0.009665,0.1484,0.1464,36.913,S2A_30NXL_20250115_0_L2A,18
2025-01-20,0.132343,0.049577,0.2237,0.1705,38.062,S2B_30NXL_20250120_0_L2A,828
2025-01-30,0.090576,0.046589,0.222,0.1848,16.806,S2B_30NXL_20250130_0_L2A,250
2025-02-04,0.224753,0.414479,0.1451,0.0924,19.553,S2C_30NXL_20250204_0_L2A,828
2025-02-19,0.126867,0.538457,0.1932,0.1498,34.88,S2B_30NXL_20250219_0_L2A,828
2025-03-06,0.022134,0.067774,0.0894,0.0867,41.977,S2C_30NXL_20250306_0_L2A,24
2025-03-26,-0.0037,0.062353,0.1632,0.168,67.538,S2C_30NXL_20250326_0_L2A,33
2025-03-28,0.101068,0.07205,0.323,0.2617,29.383,S2A_30NXL_20250328_0_L2A,228
2025-04-05,0.073668,0.061157,0.2434,0.2094,17.448,S2C_30NXL_20250405_0_L2A,97
2025-04-10,0.100591,0.030701,0.2699,0.2202,87.545,S2B_30NXL_20250410_0_L2A,672
2025-05-05,0.059188,0.05625,0.2869,0.2503,38.277,S2C_30NXL_20250505_0_L2A,180
2025-05-07,-0.070201,0.061173,0.1624,0.1982,64.64,S2A_30NXL_20250507_0_L2A,13
