date,ndti,ndti_std,red,green,cloud_cover,scene_id,water_pixel_count
2019-11-18,0.141469,0.035287,0.2796,0.2099,19.922,S2B_30NXL_20191118_1_L2A,680
2019-11-23,0.113091,0.040547,0.2946,0.2409,23.695,S2A_30NXL_20191123_0_L2A,834
2019-11-28,0.050533,0.050637,0.1893,0.1693,25.91,S2B_30NXL_20191128_0_L2A,366
2019-12-03,0.115461,0.043078,0.3142,0.2496,22.167,S2A_30NXL_20191203_0_L2A,434
2019-12-08,0.117218,0.053806,0.3012,0.2388,34.935,S2B_30NXL_20191208_0_L2A,264
2019-12-13,0.030532,0.043136,0.1042,0.099,15.373,S2A_30NXL_20191213_0_L2A,470
2019-12-18,0.128988,0.03501,0.2616,0.1996,25.177,S2B_30NXL_20191218_0_L2A,888
2019-12-23,0.051234,0.027778,0.1622,0.1466,14.994,S2A_30NXL_20191223_0_L2A,192
2019-12-28,0.126139,0.030522,0.2454,0.1898,4.451,S2B_30NXL_20191228_1_L2A,888
2020-01-02,0.076968,0.048892,0.2906,0.236,36.641,S2A_30NXL_20200102_1_L2A,388
2020-01-07,0.151468,0.018065,0.2242,0.1644,0.112,S2B_30NXL_20200107_1_L2A,888
2020-01-12,0.117021,0.018583,0.2128,0.1675,5.465,S2A_30NXL_20200112_1_L2A,888
2020-01-17,0.032781,0.032846,0.1926,0.1779,12.158,S2B_30NXL_20200117_0_L2A,680
2020-01-22,0.128124,0.018395,0.2436,0.1873,58.815,S2A_30NXL_20200122_1_L2A,888
2020-01-27,0.217952,0.024925,0.2091,0.1328,7.911,S2B_30NXL_20200127_1_L2A,888
2020-02-01,-0.002765,0.027505,0.1819,0.1815,22.851,S2A_30NXL_20200201_0_L2A,62
2020-02-06,0.041304,0.033208,0.2336,0.2062,13.937,S2B_30NXL_20200206_0_L2A,388
2020-02-16,0.055174,0.015177,0.2286,0.2045,22.854,S2B_30NXL_20200216_1_L2A,888
2020-03-02,0.051434,0.023635,0.2655,0.2312,31.485,S2A_30NXL_20200302_0_L2A,720
2020-03-12,-0.014374,0.022427,0.3599,0.3722,26.004,S2A_30NXL_20200312_0_L2A,16
2020-03-22,0.093655,0.022278,0.3029,0.2498,24.284,S2A_30NXL_20200322_1_L2A,884
2020-04-11,0.075662,0.047906,0.3112,0.2735,34.894,S2A_30NXL_20200411_0_L2A,272
2020-04-21,0.096733,0.044034,0.2461,0.2039,13.839,S2A_30NXL_20200421_1_L2A,888
2020-05-06,0.099653,0.021848,0.329,0.2708,24.101,S2B_30NXL_20200506_0_L2A,26
2020-05-21,0.023804,0.045386,0.1573,0.1508,61.869,S2A_30NXL_20200521_1_L2A,260
2020-05-26,0.12762,0.026795,0.2828,0.2179,16.032,S2B_30NXL_20200526_0_L2A,888
2020-05-31,0.102638,0.040364,0.283,0.2298,37.262,S2A_30NXL_20200531_1_L2A,646
2020-06-10,-0.021807,0.025656,1.1408,1.196,56.909,S2A_30NXL_20200610_0_L2A,288
2020-07-25,0.1221,0.02749,0.2894,0.2258,19.304,S2B_30NXL_20200725_1_L2A,888
2020-07-30,0.087279,0.048308,0.2383,0.1981,27.911,S2A_30NXL_20200730_0_L2A,670
2020-08-04,0.135833,0.027903,0.28,0.2124,19.781,S2B_30NXL_20200804_0_L2A,888
2020-08-09,0.064899,0.059695,0.3242,0.295,24.522,S2A_30NXL_20200809_1_L2A,246
2020-08-19,0.103829,0.041658,0.3227,0.2604,47.26,S2A_30NXL_20200819_0_L2A,420
2020-09-08,-0.021984,0.010349,1.2188,1.2804,44.475,S2A_30NXL_20200908_0_L2A,96
2020-09-18,-0.017699,0.007944,0.4069,0.4262,35.297,S2A_30NXL_20200918_0_L2A,16
2020-10-03,-0.016949,0.026974,0.1796,0.1848,41.987,S2B_30NXL_20201003_0_L2A,54
2020-10-18,0.06244,0.027911,0.08555,0.0756,44.839,S2A_30NXL_20201018_0_L2A,730
2020-10-23,-0.042637,0.028556,0.1374,0.1516,33.053,S2B_30NXL_20201023_0_L2A,10
2020-10-28,0.006834,0.021624,0.1298,0.1274,57.019,S2A_30NXL_20201028_0_L2A,868
